"extension","keyword","description","parms_form","answer_form","n_fields"
"dbs","TreeSQL","Specify an SQL statement that from which tree-level FVS variables are initialized.","TreeSQL
SELECT *
FROM FVS_TreeInit
WHERE Stand_id = '%StandID%'
EndSQL","",1
"dbs","EconRpts","","EconRpts   !1,10!!2,10!","",2
"econ","AnnuCst","Specifies per acre annually occurring fixed cost.  Examples of annual costs are administrative costs and equal annual equivalent or land rent. A maximum of eight keywords may be specified; additional keywords are ignored.  Each cost is additive with previously submitted costs.","","AnnuCst   !1,10!!2,10!    &
!3,5!!4,5!!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!!18,5!",18
"econ","AnnuRvn","Specifies per-acre annual revenue.  Examples of annual revenues are grazing leases and recreational rents.  A maximum of eight keywords may be specified; additional keywords are ignored.  Each revenue is additive with previously submitted revenues.","","AnnuRvn   !1,10!!2,10!    &
!3,5!!4,5!!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!!18,5!",18
"econ","BurnCst","Specifies per-acre cost for burning site prep.  Burning site prep cost is registered with Econ whenever burning site prep has been accomplished (specified by the Regeneration Establishment Extension BurnPrep keyword). If more than one keyword is submitted only the last is used.","","BurnCst   !1,10!    &
!2,5!!3,5!!4,5!!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!",17
"econ","HrvFxCst","Specifies per acre commercial thinning or harvest cost. Values from this keyword are applied to harvests only when the PctSpec specifications are met or exceeded.  Costs incurred during a cycle when the Pretend keyword is active are reported only for that cycle, i.e., these costs are not carried forward to later cycles.  A maximum of eight keywords may be specified; additional keywords are ignored. Each cost is additive with previously submitted costs.","","HrvFxCst  !1,10!!2,10!    &
!3,5!!4,5!!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!!18,5!",18
"econ","HrvVrCst","Specifies commercial thinning or harvest cost by unit-of-measure and tree DBH.  Values from this keyword are applied to harvests only when the PctSpec specifications are met or exceeded.  Costs incurred during a cycle when the Pretend keyword is active are reported only for that cycle, i.e., costs are not carried forward to later cycles. A maximum of eight keywords may be specified; additional keywords are ignored.","","HrvVrCst  !1,10!!2,10!!3,10!!4,10!    &
!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!!18,5!!19,5!!20,5!",20
"econ","HrvRvn","Specifies commercial thinning or harvest price by unit-of-measure by species by diameter-class.  Values from this keyword are applied to harvests only when the PctSpec specifications are met or exceeded. Revenues accrued during a cycle when the Pretend keyword is active are reported only for that cycle, i.e., these revenues are not carried forward to later cycles.  The unit-of-measure field controls the application of revenues and interpretation of prices and diameters.  If unit-of-measure is tree/acre harvested, or 1000 board-feet/acre for harvested trees, or 100 cubic-feet/acre for harvested trees then diameter is tree DBH. If unit-of-measure is 1000 board-feet/acre for harvested logs, or 100 cubic-feet/acre for harvested logs, then diameter is small-end inside bark log diameter.  DIB or DBH values set the minimum diameter for which the specified price will apply.  Trees or logs smaller than the smallest diameter from all keywords will not be valued, i.e., they will produce no revenue.  Revenue is computed only for species explicitly specified; unless a default species (0 or ALL) is entered. If a default species is entered it does not overwrite prices entered for identified species or species group, i.e., values for default species are not combined with values entered for a specific species and unit-of-measure combination.  A maximum of eight keywords may be specified for each unit-of-measure and species combinations; additional keywords are ignored.","","HrvRvn    !1,10!!2,10!!3,10!!4,10!    &
!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!!18,5!!19,5!!20,5!",20
"econ","LbsCfv","Specifies value for converting one harvested cubic foot of volume to pounds.  This keyword does not affect calculations; it simply adds weight for harvested volume to the Harvest Volume and Gross Value Table. Only species explicitly specified will have conversion values, unless a default species is entered.  If a default species (ALL) is entered, it does not overwrite entered species.  A maximum of one keyword entry per species is allowed; if more than one keyword is entered for a species, only the last keyword is used.","LbsCfv    !1,10!!2,10!","",2
"econ","MechCst","Specifies per acre mechanical site prep cost.  Mechanical site prep cost is registered with Econ whenever mechanical site prep has been accomplished (specified by the Regeneration Establishment Extension MechPrep keyword).  If more than one keyword is submitted, only the last is used.","","MechCst   !1,10!    &
!2,5!!3,5!!4,5!!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!",17
"econ","NoTable","Specifies suppression of Econ output tables.","NoTable   !1,10!","",1
"econ","PctFxCst","Specifies per acre pre-commercial thinning cost.  Values from this keyword are applied to harvests only when the PctSpec specifications are not met.  Costs incurred during a cycle when the Pretend keyword is active are reported only for that cycle, i.e., these costs are not carried forward to later cycles.  A maximum of eight keywords may be specified; additional keywords are ignored.  Each cost is additive with previously submitted costs.","","PctFxCst  !1,10!!2,10!    &
!3,5!!4,5!!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!!18,5!",18
"econ","PctSpec","Specifies quadratic mean diameter (QMD) in inches and total per-ace harvested volume to differentiate pre-commercial thinning from commercial thinning or harvest.  Pre-commercial thinning always incurs costs while commercial thinning or harvest may accrue costs and revenues. If the QMD of all harvested trees is greater than or equal to the specified QMD and the total harvested volume per acre is greater than or equal to the specified volume, the entry is considered a commercial harvest, otherwise the harvest is assumed a pre-commercial thinning. If this keyword is not used, all harvest is presumed commercial. If more than one keyword is entered, only the last is used.","PctSpec   !1,10!!2,10!!3,10!","",3
"econ","PctVrCst","Specifies pre-commercial thinning cost by unit-of-measure and tree DBH. Values from this keyword are applied to harvests only when the PctSpec specifications are not met.  Costs incurred during a cycle when the Pretend keyword is active are reported only for that cycle, i.e., these costs are not carried forward to later cycles.  A maximum of eight keywords may be specified; additional keywords are ignored.","","PctVrCst  !1,10!!2,10!!3,10!!4,10!    &
!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!!18,5!!19,5!!20,5!",20
"econ","PlantCst","Specifies planting cost.  Planting cost is registered with Econ whenever planting has been accomplished in FVS (specified by the FVS Plant keyword).  A maximum of two keywords may be specified, one for each unit-of-measure.  If more than one keyword is submitted with the same unit-of-measure only the first keyword is recognized.  If keywords are submitted for both per acre and per 1000 trees units, the two costs will be additive.  Costs per 1000 trees planted are accumulated for each FVS Plant keyword executed, but costs per acre are only charged for each year that planting occurs, regardless of the number of FVS Plant keywords submitted.","","PlantCst  !1,10!!2,10!    &
!3,5!!4,5!!5,5!!6,5!!7,5!!8,5!!9,5!!10,5!!11,5!!12,5!!13,5!!14,5!!15,5!!16,5!!17,5!!18,5!",18
"econ","Pretend","Requests that economic benefits and costs be calculated for a hypothetical (i.e., pretend) stand harvest.  When Pretend is active, harvest costs and revenues are computed, but removals are not made from FVS tree records.  When active, harvest costs and revenues are reported in the cycle in which they occur but are not accumulated across cycles. The Pretend keyword is effective only when active at the beginning year of a cycle, because FVS conducts all harvests in the first year of a cycle. Only harvest costs and revenues are affected by this keyword. Pretend activation can be turned on and off during the simulation by setting different activation times and durations.  If multiple Pretend keywords are entered specifying the same year or cycle, the keyword specified last will be used. If Pretend keywords are imbedded in an event monitor sequence, activation year is interpreted as years from the time the event is true, or in other words, a lag time (e.g., 5). Note: The Pretend keyword acts in addition to the FVS MINHARV keyword; if MINHARV is specified, harvest must meet MINHARV conditions in order to be simulated in a pretend fashion.","* Args: Duration
Pretend   !1,10!   Parms(!2!)\n","",2
"econ","SpecCst","Specifies a once per cycle cost.  Examples are periodic stand exam costs or a one-time fire suppression cost.  In variants that do not include the ""full establishment"" regeneration model, this keyword can be used to specify site preparation costs.  Any number of special cost keywords can be entered; costs are additive within and across cycles. If SPECCST is imbedded in an event monitor sequence, accrual year is interpreted as years from the time the event is true, or in other words, a lag time (e.g., 5).","* Args: Cost Amount
SpecCst   !1,10!!2,10!  Parms(!3!)\n","",3
"econ","SpecRvn","Specifies a once per cycle revenue.  Examples are periodic mushroom harvests or a one-time bough sale.  Any number of special revenue keywords can be entered; revenues are additive within and across cycles. If SPECRVN is imbedded in an event monitor sequence, accrual year is interpreted as years from the time the event is true, or in other words, a lag time (e.g., 5).","* Args: Revenue Amount
SpecRvn   !1,10!!2,10!  Parms(!3!)\n","",3
"econ","StrtEcon","Specifies the beginning time for starting economic calculations or reinitializing the ECON investment period during a simulation.  The STRTECON year may be an intermediate year within a FVS cycle.  This keyword also sets the startup parameters for discount rate, known soil expectation (SEV) value, and turns the computation of SEV on or off.  Multiple keywords can be submitted, each initiating a new investment period, new discount rate and new SEV parameters. If more than one ECONSTRT keywords are submitted for a single cycle, the investment period and start parameters will be re-initialized to the last keyword record submitted for that cycle. If STRTECON is imbedded in an event monitor sequence, start year is interpreted as years from the time the event is true, or in other words, a lag time (e.g., 5).","StrtEcon  !1,10!!2,10!!3,10!!4,10!","",4
"estb","BudWorm","Used to input defoliation histories for western budworm and simulate the effects of budworm defoliation on regeneration success. NOTES: A zero or blank in field 1 results in an error message.  A zero or blank in field 2 is replaced with the value in field 1 resulting in 1 year of defoliation. The default condition for the regeneration model is no budworm defoliation. If budworm effects are represented by the Budworm Model then this keyword is not necessary.","BudWorm   !1,10!!2,10!","",2
"estbstrp","BurnPrep","Used to enter the percentage of regeneration plots receiving site preparation by burning. NOTES: The sum of mechanical and burn treatments must be less than, or equal to, 100 percent.  If the sum is less than 100 percent, the difference is the percentage of undisturbed plots. When site preparation treatments have not been specified or assigned, default equations are invoked.  These equations predict the proportion of the stand receiving each of the three treatments (burning, mechanical scarification, and no disturbance) based on site characteristics such as slope, aspect, habitat type, residual basal area, elevation, and topographic position. Site preparations can be assigned to individual plots if desired.  See PlotInfo keyword","* Args: percent
BurnPrep  !1,10!     Parms(!2!)","",2
"estbstrp","HtAdj","Used to enter a species specific initial height modifier for newly established trees before the tree records are passed to the FVS model. NOTES: The value entered on the HtAdj keyword should not be confused with the FVS model keyword RegHMult, which is a multiplier. The value entered in field 3 can be positive or negative, being simulated, but assigned heights will not be less than a preset minimum (usually 0.5 or 1.0 feet)","* Args: species,adjustment
HtAdj     !1,10!     Parms(!2!, !3!)","",3
"estbstrp","MechPrep","Used to enter the percentage of regeneration plots receiving site preparation by mechanical scarification. NOTES: The sum of mechanical and burn treatments must be less than or equal to 100 percent.  If the sum is less than 100 percent, the difference is the percentage of undisturbed plots. When site preparation treatments have not been specified or assigned, default equations are invoked.  These equations predict the proportion of the stand receiving each of the three treatments (burning, mechanical scarification, and no disturbance) based on site characteristics such as slope, aspect, habitat type, residual basal area, elevation, and topographic position. Site preparations can be assigned to individual plots if desired.  See PlotInfo keyword.","* Args: percent
MechPrep  !1,10!     Parms(!2!)","",2
"estbstrp","MinPlots","Used to enter the minimum number of plots to process. NOTE: The regeneration model produces plot-to-plot variation in the number of trees per plot, species composition, and initial tree heights.  Stand statistics are the average of plot predictions, so a large number of plots reduces the random variation for the stand.  Plots are repeatedly doubled until at least 50 are available for projection. CAUTION: Minimum number of plots allowed is 20.","MinPlots  !1,10!","",1
"estbstrp","Natural","Used to specify natural regeneration that will be added to the stand. NOTES: A separate Natural keyword is necessary for each species. *Seedling age does not have an affect in some variants (ls, ne, cs, cr). For those variants that seedling age does have an affect on the regenerated trees, fill in seedling age or seedling height. Seedling age is used to estimate the height of the seedling at 5 years (or end of cycle whichever is earler). If you enter a height it will ignore the seedling age entered, and will use the specified height as the height of the tree at 5 years (or end of cycle which ever comes first). Use of this keyword sets StockAdj to 0.0 and activates the NoInGrow and NoAuTaly keywords for variants with the Full Establishment model.","* Arguments: Species, trees, survival, age, Ht,
* ShadeCode 0=uniform, 1=shade, 2=sun
Natural   !1,10!    Parms(!2!, !3!, !4!, !5!, !6!, !7!)","",7
"estbstrp","Output","Controls the kind of printed output described for this extension. NOTE: Getting a plot summary is useful when using a PlotInfo keyword to insure that plot-by-plot values were interpreted correctly by the Regeneration Establishment extension. CAUTION: The debug option produces a great deal of output and should not be used by most users.","Output    !1,10!!2,10!","",2
"estb","PassAll","Specifies the maximum number of ""acceptable"" (value class 2) predicted seedlings per species per plot to be passed from the Regeneration Establishment model to the FVS tree list during the tally. The Regeneration Establishment model automatically passes all of the ""best"" or ""desirable"" (value class 1) predicted seedlings, which includes all planted seedlings, to the FVS tree list during the tally. It also passes all sprouts as ""acceptable"" (value class 2).  In addition, in the full establishment model, up to five ""acceptable"" (value class 2) naturally regenerating seedlings of each species per regeneration plot are passed by default.  PASSALL specifies a new maximum number of ""acceptable"" naturally regenerating seedlings of each species per plot to be passed.  This does not affect the number of ""best"" seedlings passed or the number of sprouts passed.","PassAll   !1,10!","",1
"estbstrp","Plant","Specifies that planting is to be simulated. NOTES: *Seedling age does not have an affect in some variants (ls, ne, cs, cr). For those variants that seedling age does have an affect on the regenerated trees, fill in seedling age or seedling height. Seedling age is used to estimate the height of the seedling at 5 years (or end of cycle whichever is earler). If you enter a height it will ignore the seedling age entered, and will use the specified height as the height of the tree at 5 years (or end of cycle which ever comes first). A separate Plant keyword is necessary for each species planted. Planted trees are in addition to natural regeneration and compete with naturals in the best tree selection process. The StockAdj keyword can be used in conjunction with planting to suppress natural regeneration (for variants with the Full Establishment model) so that only planted trees are passed to the FVS model.","* Arguments: Species, trees, survival, age, Ht,
* ShadeCode 0=uniform, 1=shade, 2=sun
Plant     !1,10!    Parms(!2!, !3!, !4!, !5!, !6!, !7!)","",7
"estbstrp","PlotInfo","Specify plot specific values for slope, aspect, habitat type, topographic position, and site preparation. This keyword is used when plot information is not contained on the tree data records. Codes are in GTR INT-279, p. 24.","","PlotInfo  !1,10!
!2,10!!3,1!!4,1!!5,3!!6,1!!7,1!",7
"estbstrp","ESRanSd","Reseeds the pseudorandom number generators used in the Regeneration Establishment extension. If field 1 is left blank, the default seed will be displayed.","ESRanSd  !1,10!","",1
"estbstrp","ResetAge","Resets the stand age to make FVS model output correspond to the age of the stand.  This keyword is useful when average stand age has changed due to thinnings and plantings.","* Args: age
ResetAge  !1,10!     Parms(!2!)","",2
"estb","SpecMult","Enter a species specific multiplier that increases or decreases the probability of a species' occurrence in natural regeneration. NOTES: One keyword record is needed for each species to be modified. The multiplier does not set the probability of a species' occurrence; it is multiplied by the imbedded probability to increase or decrease the probability of occurrence. Thus, a multiplier of 1 has no effect on the imbedded probability for that species.","* Args: species,multiplier
SpecMult  !1,10!     Parms(!2!, !3!)","",3
"estbstrp","Sprout","Turns on and or modifies the simulation of sprouting. A multiplier value of less than 1 decreases the number and/or height of sprouts.  A multiplier value greater than 1 increases the number and/or height of sprouts.","* Arguments: species, sprout mult, Ht mult, SmDBH, LgDBH
Sprout    !1,10!     Parms(!2!, !3!, !4!, !5!, !6!)","",6
"estb","StockAdj","Enter a multiplier to adjust the probability of natural regeneration stocking for individual plots upward or downward. NOTES: The probability of stocking will be multiplied by the multiplier value, but the product will be bounded within the interval [0,1].  The multiplier is calculated by dividing the desired probability of stocking by the predicted probability of stocking.  As an example, suppose the regeneration model predicts the probability of stocking 10 years after a harvest is 0.40 and it is desired to raise this figure to 0.50 in a subsequent run.  The multiplier value is 1.25 ( .5/.4 = 1.25). If the multiplier is zero, natural regeneration is canceled so that only planted trees regenerate.  This is useful in simulating growth of plantations or to input a list of trees on a habitat type that the Regeneration Establishment extension is not presently calibrated for.","* Args: multiplier
StockAdj  !1,10!     Parms(!2!)","",2
"estbstrp","Tally","Regeneration is reported in a summary called a tally.  At each tally, new regeneration is added to the FVS model tree list and a regeneration summary output table is printed. Whenever there is a cycle boundary within the 20-year regeneration period, a tally of regeneration will be predicted.","Tally     !1,10!!2,10!","",2
"estbstrp","TallyOne","Used to schedule the first regeneration tally in a specific year.  This keyword takes precedence over the tally sequence scheduled by the Estab keyword or the Tally keyword. NOTE: At the first regeneration tally (TallyOne), both planted trees and natural regeneration are passed to the FVS model.","TallyOne  !1,10!!2,10!","",2
"estbstrp","TallyTwo","Used to schedule the second regeneration tally at any time after the first tally and up to 20 years after a disturbance. NOTE: At the second regeneration tally (TallyTwo), only natural rageneration becoming established after the first tally are passed to the FVS model. Planted trees are passed at TallyOne, not TallyTwo.","TallyTwo  !1,10!!2,10!","",2
"estb","Thrshold","Change the threshold values that schedule automatic regeneration tallies following thinnings. NOTES: The value in field 1 must be lower than the value in field 2.  Percentages refer to the removal of either trees per acre or total cubic foot volume. Lower percent bounded between 2.5 and 90.0 percent; upper percent bounded between 5.0 and 97.5 percent. Sometimes, thinnings removed enough trees to allow regeneration to become established.  These situations are detected by the FVS model, and regeneration activities are automatically scheduled when certain threshold values are exceeded.  A single regeneration tally results if 10 to 30 percent of the trees per acre or total cubic foot volumes is removed.  A tally sequence is scheduled when more than 30 percent of either trees per acre or cubic foot volume is removed.","Thrshold  !1,10!!2,10!","",2
"fire","CanCalc","Modify the calculation of canopy base height and canopy bulk density. Currently only one method is supported.  Users can specify which trees are included in these calculations.  They can also change the cutoff value used to determine canopy base height (by default 30 lbs/acre/ft.)","CanCalc   !1,10!!2,10!!3,10!!4,10!","",4
"fire","CarbCalc","Set the carbon accounting parameters.","CarbCalc  !1,10!!2,10!!3,10!!4,10!!5,10!","",5
"fire","DeFulMod","Modify the parameters of an existing fuel model or define the parameters of a new one.","* Args: Mod#, S:V0.25, S:V1-3, S:VLiveW,
*       L0.25, L1-3, LLiveW, FDepth, MExtin, S:VLiveH, LLiveH
DeFulMod  !1,10!   Parms(!2!, !3!, !4!, !5!, !6!, !7!,&
                         !8!, !9!, !10!, !11!, !12!, !13!, !14!)\n","DeFulMod  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!
!8,10!!9,10!!10,10!!11,10!!12,10!!13,10!!14,10!",14
"fire","Drought","Set the years that the fuel model selection process assumes there is a drought.","* Arg: Duration
Drought   !1,10!   Parms(!2!)","",2
"fire","DuffProd","Set the proportion of decayed material that becomes duff from any one of the 4 decay rate classes or from ""all"" decay rate classes. The decayed material that does not go to duff goes into the air. The proportions can be different for each fuel size class.","DuffProd  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!","",6
"fire","FireCalc","Modify the fire behavior calculations.  Users can choose to use the original fuel model selection logic (includes only fuel models 1-13), the new fuel model selection logic (includes the 40 new fuel models) or can choose to predict fire behavior from modelled fuel loads directly.  The SAV and bulk density values entered are used only if the new fuel model selection logic or the modelled loads option is chosen.  The heat content entered is used only if the modelled loads option is chosen.  These variables should be entered as they pertain to your fuel bed and will be used to help select the most similar fuel model(s) (if using the new fuel model logic) or will be used directly in the fire behavior calculations (if using the modelled loads option).","* Args: Fcalc, FMset, SAV1, SAVH, SAVW, BDL, BDD, HC
FireCalc  !1,10!   Parms(!2!, !3!, !4!, !5!, !6!, !7!, !8!, !9!)\n","FireCalc  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!!8,10!!9,10!",9
"fire","FlameAdj","Modify the fire behavior calculations for a fire simulated using the SIMFIRE keyword scheduled for the same year.  If flame length is modified without specifying the percent crowning, the model will not alter how it calculates percent crowning.  Likewise, flame length calculations will not be altered if only percent crowning is specified. To keep flame length and percent crowning calculations consistent, both should be entered. If flame length, percent crowning, and scorch height are all entered, the program skips fire behavior calculations and applies fire effects based on the values entered.","* Args: FlLenMult, FlLen, %Crowning ScorchHt
FlameAdj  !1,10!   Parms(!2!, !3!, !4!, !5!)\n","",5
"fire","FModList","Adjust the fuel models available for selection in conjuction with the new fuel model logic (also see FireCalc keyword).  Fuel models can either be turned ""on"" (they will be part of the potential fuel model pick list) or turned ""off"".  See the FFE documentation for details on the new fuel model logic and what fuel models are part of the pick list by default.  Once set, this keyword stays in effect unless reset.","* Args: Fuel model, on/off
FModList  !1,10!   Parms(!2!, !3!)\n","",3
"fire","FMortMlt","Modify the FFE calculation of the probability that a tree will die due to fire. The multipliers coded using this keyword are only in effect for the cycle or year in which they are scheduled. Several FMORTMLT keywords can be specified for the same time period where each applies to a different species or portion of the tree DBH distribution. The values apply to fire effects computed for potential fires as well as simulated fires that are scheduled for the same year. A major purpose for using this keyword is to represent the effects drought in years prior to the fire have on tree mortality (van Mantgem and others 2013). The keyword can also be used to represent the effect on mortality of wet years prior to fire. Values greater than 1.0 increase mortality rates, values less than 1.0 decrease mortality rates. Van Mantgem and others (2013) reported models that predict the probability of mortality given tree bark thickness, fire severity measures, and changes in climatic water deficit relative to long-term averages prior to fire. Using results from that work the following general guidelines can be used to choose multipliers on the FMORTMLT keyword. For low moisture deficit, code 1.2, for moderate, code 1.4, for high code 1.6, for very high code 1.8. Of course, any values may be used and you can use this keyword to represent other effects besides climatic water deficit. Reference: van Mantgem, Philip J.; Nesmith, Jonathan C.B.; Keifer, MaryBeth; Knapp, Eric E.; Flint, Alan; Flint, Lorriane. 2013. Climatic stress increases forest fire severity across the western United States. Ecology Letters doi: 10.1111/ele.12151.","* Args: Mult, species, lower DBH, upper DBH
FMortMlt  !1,10!   Parms(!2!, !3!, !4!, !5!)\n","",5
"fire","FuelDcay","Set the surface fuel decay rates for each fuel decay class.","FuelDcay  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!","",7
"fire","FuelFoto","Set the initial fuel loadings by selecting a fuels photo series photo. The fuel loadings associated with the photo selected will override the default fuel loading values.  If fuel loadings are entered directly with the FuelInit or FuelSoft keywords or through the StandInit input database table, they take precedence over those associated with the photo selected. See the FFE documentation for full photo series citations and photo reference numbers.","","FuelFoto  !1,10!!2,10!",2
"fire","FuelInit","Set the initial hard/sound fuel loading for each surface fuel size class, as well as litter and duff. If you don't specify the values, the model assigns default values based on stand attributes.  You may replace the default for some or all size classes.","","FuelInit            !3,10!!4,10!!5,10!!6,10!!10,10!!11,10!!1,10!!2,10!!7,10!!8,10!!9,10!",11
"fire","FuelModl","Specify the fuel models and the weights used in place of those selected by the automatic fuel model selection logic.  Once fuel models are set with this keyword, they remain in effect until other fuel models are set or the automatic fuel model selection logic is re-invoked with an additional FuelModel keyword.","*Args: M1, Wt1, M2, Wt2, M3, Wt3, M4, Wt4
FuelModl  !1,10!   Parms(!2!, !3!, !4!, !5!, !6!, !7!, !8!, !9!)\n","FuelModl  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!
!8,10!!9,10!",9
"fire","FuelMove","Move fuels from one size class to another, add, or remove fuels from stand.  Can be used to simulate chipping or slash removal and adding course woody debris to a stand. The amount of fuel to be moved can be specified three ways: 1) The amount of fuel to move from the source in tons/acre, 2) The proportion from the source to move, or 3) The residual in the source left after the move. When more than one is specified, the program computes the one that results in the largest amount transfered.","","FuelMove  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!",7
"fire","FuelMult","Set surface fuel decay rate multipliers by fuel decay class.","FuelMult  !1,10!!2,10!!3,10!!4,10!","",4
"fire","FuelPool","Specify the assignment of each species to a decay rate class.","FuelPool  !1,10!!2,10!","",2
"fire","FuelSoft","Set the initial soft/rotten fuel loading for each surface fuel size class. If you don't specify the values, the model assigns default values based on stand attributes.  You may replace the default for some or all size classes.","","FuelSoft  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!!8,10!!9,10!",9
"fire","FuelTret","Set the fuel treatment (lopping, chopping, etc) and harvest type (skidding, high lead, etc) so as to modify the fuel depth. Note that this keyword affects fire intensity only (by changing fuel depth) and only for five years following the treatment.","* Args: Treatment, Harvest, Mult
FuelTret  !1,10!   Parms(!2!, !3!, !4!)\n","",4
"fire","Moisture","Set the fuel moisture conditions for each fuel size class. These moisture values apply to simulated fires scheduled for the same calendar year. If this keyword is used for any size class, it must be used for all size classes because there are no default moisture conditions.","* Args: 1hour, 10hour, 100hour, 3+, duff, live woody, live herb
Moisture  !1,10!   Parms(!2!, !3!, !4!, !5!, !6!, !7!, !8!)\n","Moisture  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!!8,10!",8
"fire","MortClas","Set the dbh size class boundaries used to generate the fire-caused mortality report (see MortRept).","MortClas  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!","",7
"fire","PileBurn","Burn fuels in concentrated piles (jackpots or piles) and modify tree mortality rates resulting from fuel treatment. The fuel treatment, either pile burn or jackpot burn, simply controls the default values used if left blank. With a pile burn, the defaults specify that the % of stand's area affected by treatment = 70, the % of affected area where fuel is concentrated = 10, and the % of fuel in affected area that is concentrated is 80.  With a jackpot burn, the defaults specify that the % of stand's area affected by treatment = 100, the % of affected area where fuel is concentrated = 30, and the % of fuel in affected area that is concentrated is 60.  With both treatments, the default % mortality = 0.","","PileBurn  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!",6
"fire","PotFMois","Set the fuel moisture conditions for two categories of potential fire severity.","","PotFMois  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!!7,10!!8,10!",8
"fire","PotFPAB","Set the percentage of the stand area burned for severe and moderate potential fires. This affects the fire effects calculations such as mortality and fuel consumption.","PotFPAB   !1,10!!2,10!","",2
"fire","PotFSeas","Set the season of the burn for severe and moderate potential fires.","PotFSeas  !1,10!!2,10!","",2
"fire","PotFTemp","Set the temperature for two categories of potential fire severity.","PotFTemp  !1,10!!2,10!","",2
"fire","PotFWind","Set the wind speeds (20 feet above the vegetation) for two categories of potential fire severity.","PotFWind  !1,10!!2,10!","",2
"fire","Salvage","Schedule removal of snags from the stand.","* Args: MinDBH, MaxDBH, Years, DecayState, P(cut), P(leftDown)
Salvage   !1,10!   Parms(!2!, !3!, !4!, !5!, !6!, !7!)\n","",7
"fire","SalvSP","Select a species to be cut or left in subsequent salvage operations.","SalvSP    !1,10!!2,10!!3,10!","",3
"fire","SimFire","Schedule a fire and set the conditions at the time of the burn, including the wind speed, temperature, and moisture-level. The moisture categories correspond to variant-specific % moisture values.  These values can be found in Chapter 4 of the FFE documentation.","* Args: Wind, Moisture, Temp, MortCode, PAB, Season
SimFire   !1,10!   Parms(!2!, !3!, !4!, !5!, !6!, !7!)\n","",7
"fire","SnagBrk","Set parameters for modifying the model that simulates breaking (causing height loss) of standing snags.","SnagBrk   !1,10!!2,10!!3,10!!4,10!!5,10!","",5
"fire","SnagClas","Set the dbh size class boundaries for the snag report (see SnagOut and SnagSum).  Note, the maximum value for the snag class boundaries is 36 inches due to how FFE tracks snags in dbh classes, with the largest class being 36 inches and larger.","SnagClas  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!","",6
"fire","SnagDCay","Modify the snag decay rate parameters by tree species.  Higher values increase the amount of time it takes for a hard snag to become soft.","SnagDCay  !1,10!!2,10!","",2
"fire","SnagFall","Modify the snag fall rate parameters by tree species.","SnagFall  !1,10!!2,10!!3,10!","",3
"fire","SnagInit","Add a snag record of a given species, size, height, age, and density to the snag list.","SnagInit  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!","",6
"fire","SnagOut","Request a snag report be created. Caution: You must insure that a file is opened for your output and that the I/O data set reference number you use is a valid one. Some computer systems will prompt you for a file name if a file is not opened and others will simply create a file with an arbitrary name.","","SnagOut   !1,10!!2,10!!3,20!!4,10!",4
"fire","SnagPSft","Set the proportion of snags listed soft when trees die. This proportion applies to snags created from all sources, which include those specified using the SNAGINIT keyword, the input sample tree data file, mortality caused by fires and all other causes, and by stand management. The snags that are initially soft can lose height at a different rate than those snags that are initially hard.","SnagPSft  !1,10!!2,10!","",2
"fire","SnagPBN","Set fall down rate for snags that are present during a fire.","SnagPBN   !1,10!!2,10!!3,10!!4,10!!5,10!","",5
"fire","SoilHeat","Request a report of the soil heating when a fire occurs.","","SoilHeat                      !1,10!",1
